kwN,kwnoN,cwgN,cwgnoN,clnN,clnnoN,cwdN,cwdnoN
5.195349611,5.30441747,13.8989049,12.15945878,12.90429521,11.34461684,23.19903595,23.47954277
4.467628778,4.537536402,14.96460173,11.85904958,13.63252596,10.98735869,22.17580355,22.13592611
4.19388124,3.523931702,14.42252128,13.01306983,13.30971821,12.32181607,21.23319929,22.44038687
4.080783551,5.413219383,13.29104091,11.59664206,12.69404519,12.53964362,20.01474118,22.87738235
4.864568586,4.704735051,11.26045652,13.0195345,11.14733188,12.48886925,22.01014271,20.57864858
5.367082965,3.67043271,12.12824065,12.13004677,13.736435,12.76559604,20.34087044,22.17069243
5.243800744,5.688334665,12.39560382,11.14202553,12.04401451,11.65707358,21.62059138,19.010496
4.294122901,4.263737879,11.25174641,10.90747147,10.23569841,10.15765272,20.89237425,20.90692978
4.905819614,4.312378687,13.86352806,13.04454749,11.32543476,12.07880604,22.36316536,21.5877292
3.790177206,5.591291246,11.1558762,12.1729729,11.502329,12.13005267,24.81329847,21.33876023
4.75694023,4.598160824,12.86424742,11.81263673,12.6522195,12.78592404,21.63328826,23.13321581
5.572535383,5.039555284,12.39582762,12.9085996,11.65561952,12.54790598,22.73592953,24.42789305
4.069437252,4.589992648,10.75003234,11.45344231,12.49537768,11.98026299,20.24440114,22.58964475
4.217930197,4.263737879,13.49750444,13.92929262,12.22438298,12.48556662,22.56797072,22.04104062
5.312611312,4.252197455,15.50959968,12.65048442,12.08061547,11.49390131,23.34573979,20.37121982
4.677646645,4.428628593,14.95389654,13.02408935,11.2916524,11.73091061,21.20660692,22.10853808
4.517218076,5.509552585,14.01845496,12.72601107,12.65682581,12.05500735,22.91724075,26.27388221
4.542282681,4.871327473,15.35966073,13.24549303,13.38295834,11.82325863,23.628379,21.69711449
5.316852886,4.753512568,12.82731991,11.76434574,14.3268359,13.10908629,20.13548488,23.70703083
4.978467502,5.015384042,12.55056799,15.43023261,12.86033584,12.81887276,21.19878965,23.36822907
5.020294596,4.564206259,15.03961159,14.25149361,12.48078108,11.72825894,25.25001287,20.75928663
4.494111961,4.478292051,15.20732946,14.42222895,13.10525142,13.22843582,24.37846807,21.83864489
4.83308748,5.243876252,14.51651857,12.39100699,13.0223435,12.50656614,23.55882349,25.44427952
4.901541159,4.303394888,15.47578304,13.04091695,13.85621047,12.73608023,22.89819269,24.40652059
4.56940296,5.459207028,15.85933689,11.86356263,13.61139018,12.47286067,21.65831726,24.46279795
5.107033012,5.514349644,15.15883333,12.79041235,12.6631149,12.60855135,24.0041321,23.41508419
5.295327358,6.013305485,18.44470978,14.17900605,14.91358365,13.3594999,22.29449155,21.61240524
5.129790272,3.940245297,12.88732209,12.69446696,13.21623951,13.04141441,22.29554166,22.63136687
5.293522465,4.387893901,15.55379289,13.372942,11.73070653,11.53473211,24.02855003,22.67270435
4.766272972,5.609216191,13.26962179,12.02479805,12.90748837,12.29473648,21.17327327,23.2766722
4.903418383,5.574340538,16.53598771,12.12901633,15.63488077,12.67847038,22.18611155,24.43499196
4.403233261,5.094528892,13.7885192,11.83280258,11.81557395,11.79371122,24.28901598,20.36182112
3.854745402,4.421514689,13.45649125,13.84146503,12.77324037,12.32071355,24.90419049,22.91186355
5.170748603,3.950821609,10.89478053,13.5065407,10.92940095,12.82573985,22.42311026,25.07850961
5.579235831,5.927840008,14.28333318,12.82854828,11.94736511,11.70007168,24.96852288,23.66281417
5.318969454,5.065918393,11.41348921,14.20751759,12.51779357,12.96568503,21.08965527,20.23081477
5.04269528,5.368901782,12.53871813,12.10931889,11.22401201,11.0738033,24.594766,25.1003556
4.899610283,4.664361805,14.24034559,12.57285569,12.49849228,11.64548111,23.4377294,21.10742101
5.563608898,4.540205782,13.45636349,12.85142996,12.03485291,11.72204772,22.45143906,24.48364492
4.570210062,5.180025913,16.35724585,15.20165897,14.33852482,14.78761267,23.52817561,24.22892817
4.338223537,5.064179513,13.90540054,14.13481492,13.98919336,13.97970684,24.11632472,22.60861665
4.790784896,4.366075501,11.6739062,11.35265438,10.52497258,10.94631792,24.0771765,23.14988259
4.539631028,4.743716541,13.13504911,10.88364707,11.22392429,10.60064338,23.51318976,22.44408984
4.929841332,4.953199876,12.29497089,12.57299889,12.5316638,11.49623149,23.52265523,24.41369039
5.26206378,3.895214028,14.70614656,12.72122548,11.55734441,11.12809746,24.28493946,26.04903837
4.589083815,3.950916417,11.80327954,12.22151253,9.216382121,11.85582069,23.20821784,19.6599427
4.9213931,4.885790662,13.46023521,12.48077314,11.87991683,11.47577096,21.17290212,24.75889594
5.23023395,4.424846227,12.43216188,12.71302185,10.37079778,13.01792977,21.93996524,20.99450865
5.003635708,5.368898286,12.42263512,13.75616197,11.32343976,12.36022074,23.83555205,21.57988959
3.903885384,3.817812389,20.00938375,13.15151904,13.28344306,12.56223868,23.93104601,23.52098544
4.55195839,4.053288647,19.18904645,10.57886172,13.03534494,12.09124413,22.10904485,21.63153038
4.506533012,3.315788723,11.08053707,11.2810192,10.9722927,11.02334776,20.29252245,24.47861098
4.772051281,3.148807507,12.29220681,11.48454409,10.96804437,10.54778565,21.40248724,22.97400747
4.790296358,5.094502516,13.29414967,12.08353013,13.48960603,11.52357195,23.29151717,21.80871934
4.798307963,4.385297459,15.45544025,12.03560498,14.02140182,13.26840626,22.70238159,21.63714744
4.169661909,5.154097052,16.10991931,12.061288,12.82051518,11.76508295,23.09103587,25.22697102
4.580484377,4.724494583,14.7297403,11.49481542,12.27549507,12.15400166,22.36706486,24.64878926
5.353166883,5.315197978,13.07912999,13.20205626,11.94565105,11.53686228,25.24603866,22.39503289
4.918050069,5.422598595,13.46973884,11.22523514,11.65750461,11.06278068,21.02432211,21.87629162
3.435755174,5.205817062,10.94817181,11.04884586,11.14881603,12.01238194,19.61897913,21.47812124
4.802977099,5.51300394,11.57030958,12.27771274,10.81835156,11.25450889,20.96995432,22.75528159
4.212238934,5.207797361,12.53309897,10.12552774,12.60614257,11.3095245,19.88458073,26.57910717
4.730142279,2.824647053,12.23619578,12.75257029,12.0919669,10.89132628,24.22550745,26.67870943
4.321036685,4.724494583,13.37954544,12.38824252,11.4587482,11.12034861,24.63763059,24.74282239
4.961105279,4.379779012,11.37675967,13.17784049,12.92506256,11.98137836,23.83594372,21.79185391
6.339142532,3.817431358,12.32294637,13.20402433,12.54638797,11.89815499,22.73964828,26.14254328
4.791019221,3.80303907,12.39781943,13.37875607,9.90677249,11.71454718,24.67124749,19.73777424
5.498032289,3.897121301,13.27174383,10.70429309,12.40569027,13.44845766,20.43787845,20.21904339
4.190035526,4.043877144,12.61709144,12.95321515,13.29864153,12.65954609,24.01290131,22.07197641
4.203760971,4.056386951,12.9021937,11.58080195,12.09095908,12.64732107,19.96877121,23.63903964
4.193355769,5.207797361,10.35925155,11.64417755,11.84266266,10.85974212,22.13447458,21.92142916
4.186257355,4.155064132,13.60503553,11.02042473,11.13119083,11.87489248,22.48824387,22.72415657
5.178504871,4.466922413,10.75956866,12.1798881,11.30255916,12.00517872,22.27485429,21.95090519
5.425508079,4.669929936,11.07136979,10.28322872,11.40961377,11.59536462,20.43825376,20.19561349
5.413189743,5.286416837,11.65375508,11.64620709,9.553949113,10.95125175,21.5777744,21.40859168
5.302711551,3.653157597,12.08548148,10.89265228,12.16962999,10.86877511,21.5674007,23.25450786
4.880575496,4.698920293,16.70538031,12.17567844,11.56199898,10.33696327,21.94983802,23.69524145
4.894300941,5.991660027,14.12269306,12.99792403,12.55756773,10.5625321,26.45765826,20.3880282
5.540617474,4.707499311,13.00246014,12.5706535,13.80408363,12.21406434,24.41655531,21.11693424
4.021837569,5.368898286,10.18644387,13.37919408,13.22553703,12.32624989,21.98843814,22.11619437
5.602807239,3.518508316,13.50544423,12.61876604,10.46208514,11.76917801,21.22050861,24.35504481
3.503321225,4.814899928,11.96060911,9.831612859,13.27908863,11.96360606,21.38071155,27.00654417
4.674065497,6.533309804,10.52770617,11.63798518,11.94158999,13.21548553,23.61681844,22.80393456
5.346453128,5.627703054,13.44656425,11.58369121,11.22343944,12.66122944,19.52339844,19.81963913
5.210798427,4.954905389,10.48410193,11.48696478,12.61374643,10.46018293,21.49356773,22.0292968
5.326379905,4.70262593,10.00139063,13.02102924,11.94536349,12.49223546,20.66214459,22.61771114
5.005143786,4.081576203,13.54161308,10.67037107,9.954608907,11.87675587,20.40980519,20.33985843
4.310152204,4.436530319,17.80738655,11.33714764,13.12321249,11.1662517,20.43255947,19.27714496
4.617366388,2.387845856,15.22990699,16.83192783,13.13382858,11.60383974,26.72244661,19.93688375
2.991794967,4.075705305,12.94639314,12.57088497,12.21214108,11.71131734,23.69204679,20.96889146
4.709259105,5.173999608,13.71465729,12.93043181,11.90970809,11.00252175,25.26410268,23.61056717
4.751422272,4.983048347,12.18434778,12.95294018,13.75948673,14.20636831,22.05165815,27.53505932
4.97709738,5.19474315,11.61587398,15.16118976,12.06158655,12.49003043,23.21275753,21.91963707
5.921931519,4.012830903,10.74314622,11.79060882,12.27620184,12.13831112,22.64936894,22.08823206
4.61367185,4.819571024,14.39235122,11.35924595,12.48989047,11.56491967,20.58912502,22.72820123
4.820793279,4.06875262,10.49126076,10.50115901,12.8060966,14.67705507,18.9317522,20.26034208
5.005489759,4.344206848,12.08739872,13.61952357,10.76235686,11.88431756,22.68963269,20.33841226
4.875157769,5.332681056,12.77334602,11.85147534,11.10754184,11.51317328,21.85013112,24.45001374
5.216031257,4.633972052,13.16406553,12.2005076,11.40987557,11.7755986,25.32923294,23.46830865
4.315163717,5.132228399,17.61725705,13.37191575,13.29333488,12.50411043,24.97784637,21.16377193
4.343420856,6.057855408,15.76357864,12.08258037,11.94516527,11.69105945,21.71215467,21.02769655
5.862646833,5.683233861,17.15304714,13.76868668,12.0641177,11.79926093,25.65354281,19.92956153
5.103496482,3.308465885,11.304448,11.46660138,13.43037437,12.06165958,22.81888929,20.7053359
5.359893751,3.758929499,15.20247347,14.71942359,11.66434835,11.44917601,24.59563427,22.76665491
5.777274172,4.169245244,11.34462467,13.64404856,14.12235924,12.44292858,24.3271182,22.60579234
4.095627974,5.160550804,13.30921389,12.10002155,12.52129755,11.60962829,21.62839922,26.10131057
5.044380089,4.33834107,13.66172446,13.05616502,11.63797842,12.40792854,23.5664419,21.41760336
5.092387325,3.486520723,15.2928646,13.73222504,12.66222231,13.13990974,24.03649173,28.59901473
4.024022769,4.516264381,12.44298326,11.88033859,12.31349372,12.12343758,20.07640632,25.69732318
4.830561263,4.137869596,12.80154521,11.00134382,13.88881857,11.91986886,24.32228499,26.69836914
4.228792424,3.992521434,22.01909783,16.23343618,14.98249639,12.53854111,26.60092929,20.1084356
5.590190689,4.66707424,15.10064454,13.8410932,10.7352905,13.56745212,23.22623846,26.23252189
4.221820107,4.227471629,15.03014658,14.83178374,15.4760133,10.22927908,25.9170559,22.89318036
5.046065256,3.764293613,12.49888119,12.15444358,13.43696373,13.68723776,21.96274689,21.67098402
5.204929058,5.174624234,12.55970205,12.0746858,14.7365837,12.59815268,22.41021199,21.25252704
3.673733439,5.634221824,13.14880265,12.81333093,11.03099914,13.52576283,21.805675,23.01884862
4.818330993,4.970065481,14.152234,14.03949416,11.77697871,11.55141548,24.32597842,22.96888456
4.345258864,4.860658009,14.84982812,12.69680593,12.39693415,11.69136365,22.55445849,20.39775879
4.643931043,3.834958094,13.22124726,11.01201036,13.28558765,11.76915069,21.35369076,23.39251477
4.986835092,5.389730766,11.60871228,14.13314423,12.89527274,12.23082257,23.91271816,28.45410087
4.685046875,4.607614996,13.44501634,12.80426677,13.70298119,11.54130947,24.61299539,21.81708323
4.972771862,4.598917031,14.13130067,11.42831043,12.38371716,12.3683986,23.78191258,22.7532334
4.992031096,5.065918393,14.02136159,12.14436465,13.54089568,11.33425709,23.38604025,24.03066904
4.713819374,4.954907638,10.97943023,13.60536114,11.88225737,13.60191065,23.28338671,22.29679375
4.641446499,3.770489701,10.64437431,12.97311168,13.05926119,11.46598629,22.84699973,22.56117949
4.291062292,4.615224372,11.52741302,12.98057534,9.53178889,11.84575612,23.702454,21.70885831
5.255323684,5.318631587,14.14304077,14.69456613,9.51749232,10.78715184,23.37278612,25.00115415
4.771449733,5.698469979,13.84412325,16.17156135,11.33961678,12.2113119,24.83514502,22.06285057
4.918465812,4.421514689,14.77530277,11.22297121,11.54807746,11.34745705,22.35737295,23.83281191
5.433131842,4.847511595,14.14205047,11.73184692,11.78932525,11.21366055,20.52975188,24.2769537
4.448979415,5.34854417,10.7094716,12.5065851,12.23024242,13.20468212,24.71661646,24.66677337
4.151864017,4.249659949,11.48474128,13.325946,13.24916629,11.81583579,26.95474231,23.09661658
5.212904972,5.238180279,11.40414435,11.79997739,10.4457536,11.08152344,21.83343012,21.91312435
4.990286922,4.643881246,12.98231842,10.01817564,11.31608629,12.43971724,21.09875651,20.23527126
5.196221156,4.083923074,13.54691088,13.13140692,11.78236274,11.30304269,21.30151678,28.64748859
4.735676986,4.746535664,11.72905152,11.66053163,11.69949767,11.09501126,22.22359739,20.8521092
5.296900058,4.288269727,10.54797889,11.38727802,11.20375983,11.58202827,21.57167289,23.03029108
5.090956365,3.947672385,11.05690301,11.11885982,11.90000942,11.13554669,21.47373079,23.13678795
3.839657931,4.640456095,12.41953041,12.74007291,12.15375836,13.1296036,21.86105502,22.35253799
5.158819934,6.496608263,12.08652978,13.3168302,13.81836627,11.50937387,25.46499266,23.15569684
4.432736228,4.543712946,13.15675782,12.56988672,11.57886483,11.94769251,22.77525389,21.19356665
4.151666024,4.282462857,13.41704096,11.64459788,10.70814693,11.74299551,20.90587166,20.12106069
4.81951001,5.26593178,14.6731807,10.59618641,12.39982444,12.0252993,18.43874329,25.3303343
4.515200528,4.810026547,14.09852126,11.34779203,12.27640609,11.63494901,21.06763225,26.40566356
4.423465602,7.159004134,13.62375045,12.20758694,12.20454084,12.51370668,22.20415275,22.41601802
4.407546514,5.286414588,10.53106322,19.10270012,12.86524852,12.04515899,25.98082451,19.89991797
4.448861534,4.313501451,11.83432081,12.9165736,11.44410193,11.40632446,23.77005176,18.82881936
4.509548951,5.440085169,12.14774916,14.42396323,11.80962666,11.58499797,24.78147414,20.33805517
4.327640426,4.820739796,22.71666249,12.79918665,11.61375435,11.49465169,22.32190385,21.96965296
5.682686057,4.260413763,13.65040074,10.90825242,10.75815082,13.0571938,19.0090141,22.46885118
5.240021489,5.852204559,17.62806638,11.96363126,13.5613498,11.37365287,22.26860055,25.11206338
5.892182868,4.573056509,14.09852126,13.35371314,11.85711768,12.87554354,23.83130352,21.36660986
5.156330967,4.918641388,12.02324731,13.69803915,12.7218509,11.98452064,25.19609795,22.81053298
4.481871211,4.418092937,11.8789264,13.92518925,12.56071711,11.82005631,23.47896408,17.30284117
5.811103703,5.044352342,13.39328365,12.55347816,11.62819625,12.77568368,22.50805772,21.71755601
5.220034152,5.119618701,14.92173778,11.69580788,13.43378026,13.26530498,21.20506301,21.51440044
4.915226865,4.684632717,14.51830899,11.78025086,12.27574115,12.46007097,20.54716512,26.5649416
5.840153217,4.921227273,14.68526705,11.43424196,12.8198281,11.90396275,24.54327311,25.33351826
4.863123577,6.43870664,11.56216605,12.23938279,12.98574254,11.35344303,22.711046,24.74343844
4.664366363,5.871423022,11.5118446,11.1399817,12.6387518,11.67699643,22.31702003,21.63839539
4.438522457,5.692171637,11.18441349,10.58081028,12.35981842,12.18683871,21.37099495,17.61839342
5.08502179,3.302608735,11.7670452,12.25943071,12.200397,11.41257388,21.68649396,22.21087111
4.60221043,4.043873649,12.80587659,13.53139903,11.27447352,12.78527864,21.48632953,22.65595347
4.498237219,4.057754522,9.960608286,12.29457237,14.01941021,11.48076046,22.88170052,24.3304094
5.7575642,4.46875562,12.69109401,12.13720402,11.33809482,10.09168516,23.95014763,23.76991261
6.160173445,5.099144446,12.37783632,12.11951981,10.4264279,12.14324572,21.83447701,23.01894394
5.24527755,4.827509626,13.03036106,12.44351608,12.46043814,12.18558231,24.96882768,21.21091118
4.287170731,4.637431008,12.99577681,12.56506296,12.76893125,12.50368914,21.88327301,19.69449855
3.429592606,3.818272426,13.4528121,12.80675654,12.91229349,10.99328508,24.62166314,21.90537329
4.58693538,4.177897751,13.27553063,12.177047,11.64939907,12.18484499,19.9766215,21.43162828
4.305645841,5.057690768,14.04012245,11.81693547,12.64172658,10.32295575,20.71916778,21.4317842
4.619626154,4.125503927,16.09315825,12.06904654,10.57036523,12.34666644,23.78056399,21.89854748
5.204929058,4.436109443,11.85870029,11.06224683,11.75404472,11.98779105,22.26752733,22.76218626
5.418557483,4.09693566,15.38749432,11.65940591,13.24049606,12.51850557,22.41240594,24.9644268
4.734364163,4.468630174,13.32080565,13.57521874,12.64523427,13.16036598,22.56404854,21.95473575
5.127270362,4.509696844,13.23645231,13.15877729,14.68776451,13.56217929,24.87136359,25.30164218
4.540200557,6.473845837,16.7201601,15.39332767,14.46296614,10.93231122,24.22556282,21.85392997
4.763684816,4.956778896,18.001956,11.04082754,13.39953573,11.90951246,20.69443595,25.28558001
5.080733195,5.554385558,15.69254496,14.40633591,12.22340048,13.40601337,25.31967458,19.71643548
3.237168816,4.492634259,11.91117437,12.77764696,14.16283835,12.19036688,22.5800577,20.97592463
5.233488982,4.794480867,10.34141974,12.10797753,12.04149678,12.01755897,20.45205295,23.62310085
4.703301968,5.127708013,17.55937553,13.54231608,12.12874195,11.72101931,22.49408342,22.30962107
4.079840577,4.492634259,13.11667298,12.22826406,11.15881655,11.54454275,23.63747444,20.70720614
5.027042782,5.010513166,10.2547038,13.13169865,12.32067794,12.06430562,20.8712324,22.00853403
4.64371703,4.45099084,16.00151817,12.08649896,12.70177503,11.66809874,23.50562405,25.69715764
4.690874898,5.069184642,14.63404672,11.74898385,11.37833458,12.6555511,21.77181685,19.52065103
6.584587032,5.404167981,19.58000984,11.39945694,12.56388288,10.83783041,22.87598178,23.65084037
5.352371674,5.76228702,12.07866134,12.34285354,11.82261966,11.32023437,21.83804442,19.91697692
4.951845938,5.180146068,10.75215118,12.91416831,12.05611192,10.94309056,22.81412561,24.95543524
4.363031905,4.401971831,14.40736948,12.50939632,10.98967941,12.22832277,21.44291281,22.91333617
5.209673136,3.538009632,14.29610201,13.56046215,12.29686022,10.63393684,25.3724556,19.56309476
5.264462243,3.745360559,15.16623225,11.18359702,10.95156169,11.15980203,22.0694742,21.8998742
5.34490598,4.515028401,12.97003946,17.3754203,11.83936494,12.28454166,24.35505337,24.06017373
5.377854729,4.260413763,14.1547736,13.3790194,12.82823666,12.02523944,22.73095913,22.71562276
4.564979451,3.777403095,11.63329756,11.96908913,12.47046967,11.66922582,23.98438186,18.93784052
4.375603222,4.768037269,23.53290169,11.69555958,11.49993453,11.21490986,22.88246235,22.13018354
4.553624336,4.451607465,14.53243803,11.8290069,10.83719803,11.9291564,21.87256393,23.11737386
5.451365591,5.471913329,13.62055817,12.80548552,13.19931931,12.58653718,21.59791681,22.36904274
4.824438727,5.38638486,19.86687286,12.65399901,13.06120788,11.10697064,23.54980945,23.50062959
5.925898645,5.301051224,13.42141952,12.8080461,12.73185871,10.79116761,21.67279026,19.73858152
4.990714704,4.509696844,14.20811736,13.29843478,12.90622876,11.46850633,23.14682502,19.297894
5.541359142,4.939295817,13.46388486,12.51626184,12.71721673,13.50702006,21.91384313,21.13669485
4.487856403,4.720109009,14.98969692,12.56049285,14.15464814,10.73257017,21.93416277,22.08222009
3.812543884,3.627607166,12.50929577,13.12763202,12.76028963,12.41355152,22.68852658,19.56226993
4.022295579,4.41977581,16.92654844,10.31867964,13.66623564,11.87201027,20.64538622,24.81880966
3.920110701,4.206713455,13.08306,12.45416476,12.69825665,12.98195107,21.5155925,20.95876775
4.25064466,4.206713455,14.4098837,12.69132052,14.97032127,11.92380803,22.69437944,25.01148414
4.566625035,3.543087793,11.23451357,12.91531365,12.84632394,13.58111527,22.28579196,22.82780483
4.797384873,2.629666293,13.40271757,12.83756932,15.17925733,11.00350249,24.32904019,21.39623415
4.509659886,4.73348103,12.41875969,16.24755026,11.61076701,12.94701654,22.2225623,22.83042037
5.603014838,5.117879822,11.7016947,11.66047461,14.32871497,11.77459224,20.27120856,22.98088098
5.775771777,4.920346901,13.22176505,12.47639561,12.15619267,12.44076083,23.54051678,22.07522844
4.643378086,4.492698076,14.93301605,12.5736622,12.04124278,11.37377821,20.81600193,24.2486353
5.027564863,3.48939098,12.34147947,12.60925536,10.79337886,11.86757975,22.32296044,22.16408399
3.790347417,3.192422503,13.57915842,13.44157985,12.02504908,10.74812446,21.41712118,20.56501031
4.681391237,5.30441747,14.80765805,12.67981057,10.88442402,12.4092519,21.33601487,22.57696946
4.106609487,4.537536402,14.65160953,11.65492358,13.63127472,13.11388177,21.94728062,22.21805078
4.392558682,3.523931702,15.32122686,11.84275436,14.42852684,12.19767994,21.79682565,22.96828156
4.309236219,5.413219383,13.00358774,13.20394072,12.22084742,12.69448924,22.97637808,21.9199371
3.786132466,4.704735051,12.26673354,12.93371903,11.33715377,11.9796903,23.30884434,20.6388286
4.191312482,3.67043271,14.7036257,11.69015991,15.82675875,13.18671584,21.40107779,20.55494418
4.619205122,5.688334665,13.27777059,18.47938115,14.2574768,12.14061726,27.55548508,24.05751205
4.875157769,4.263737879,19.98945849,12.42899946,11.92479919,11.0753197,23.46618842,20.99942152
3.913579057,4.312378687,13.89287814,12.60968514,10.64997468,11.8575417,23.37114191,24.09777658
3.891736546,5.591291246,14.03705556,12.36086228,12.36450205,11.86054013,22.05758867,22.65458532
3.828127687,4.598160824,11.92840985,11.01186776,11.88565327,10.89607507,22.48296362,20.69348154
3.43886445,5.039555284,11.17694994,11.24977787,14.27053631,13.25603136,20.48686356,21.0749552
5.195349611,4.589992648,10.20728646,11.60777535,12.66345174,11.20324529,19.76270678,22.56422444
4.467628778,4.263737879,11.54899776,11.3244571,10.78865426,11.73712186,20.76647526,20.79470962
4.19388124,4.252197455,11.28900968,10.2653822,11.95032895,12.44175173,19.15689628,20.45659584
4.080783551,4.428628593,9.879962164,12.55334669,9.78180943,10.38284617,24.28286886,24.16650038
4.864568586,5.509552585,15.10454901,13.42221578,10.74294597,11.55949826,23.3739608,20.35523769
5.367082965,4.871327473,14.3610237,12.39912851,12.11637132,12.41776433,22.07898107,22.883116
5.243800744,4.753512568,13.65406006,15.65680001,11.66968506,11.37715394,27.41263667,23.70714774
4.294122901,5.015384042,17.62425248,11.05148478,10.32395177,11.40000629,21.3302834,20.83013026
4.905819614,4.564206259,10.77515263,11.74530612,12.77103724,12.16274128,19.42144674,24.54300622
3.790177206,4.478292051,13.22881419,12.04662251,11.16533914,11.50608621,21.60017421,22.31143661
4.75694023,5.243876252,12.02302852,11.93887555,12.20974531,11.22609764,20.30147561,21.70863486
5.572535383,4.303394888,10.9584612,10.81807463,12.4900895,12.34451016,21.03564333,23.12813576
4.069437252,5.459207028,11.92848147,12.15945878,12.45650623,12.07958483,23.19903595,20.17717064
4.217930197,5.514349644,10.02591343,11.85904958,12.73887473,12.24519522,22.17580355,22.42810791
5.312611312,6.013305485,13.8989049,13.01306983,13.55487505,12.59680621,21.23319929,23.47954277
4.677646645,3.940245297,14.96460173,11.59664206,11.3328006,11.50972441,20.01474118,22.13592611
4.517218076,4.387893901,14.42252128,13.0195345,12.15489536,12.19758734,22.01014271,22.44038687
4.542282681,5.609216191,13.29104091,12.13004677,10.16114318,10.90076853,20.34087044,22.87738235